Aged Payables Summary,,
TenantTags,Tenant Tags,text
LeaseExpiresMonth,Lease Expires Month,string
TenantId,Tenant ID,id
AdditionalTenantIds,Additional Tenant ID(s),text
PreviousOccupancyRent,Previous Occupancy Rent,decimal
PreviousRent,Previous Rent,decimal
,,
,,
Rent Roll (Itemized),,
Report Endpoint ID,rent_roll_itemized,
Date Range Options,to_date,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
Unit,Unit,string
BdBa,BD/BA,string
Status,Status,string
SquareFt,Sqft,integer
GL0,Gl0,decimal
GL1,Gl1,decimal
GL2,Gl2,decimal
GL3,Gl3,decimal
GL4,Gl4,decimal
GL5,Gl5,decimal
GL6,Gl6,decimal
GL7,Gl7,decimal
GL8,Gl8,decimal
GL9,Gl9,decimal
GL10,Gl10,decimal
GL11,Gl11,decimal
GL12,Gl12,decimal
GL13,Gl13,decimal
GL14,Gl14,decimal
GL15,Gl15,decimal
GL16,Gl16,decimal
GL17,Gl17,decimal
GL18,Gl18,decimal
GL19,Gl19,decimal
GL20,Gl20,decimal
GL21,Gl21,decimal
GL22,Gl22,decimal
GL23,Gl23,decimal
GL24,Gl24,decimal
GL25,Gl25,decimal
GL26,Gl26,decimal
GL27,Gl27,decimal
GL28,Gl28,decimal
GL29,Gl29,decimal
GL30,Gl30,decimal
GL31,Gl31,decimal
GL32,Gl32,decimal
GL33,Gl33,decimal
GL34,Gl34,decimal
Total,Total,decimal
OtherCharges,Other Charges,decimal
Property,Property,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
PropertyType,Property Type,string
OccupancyId,Occupancy ID,id
UnitId,Unit ID,id
UnitTags,Tags,text
UnitType,Unit Type,string
Tenant,Tenant,string
MarketRent,Market Rent,decimal
ComputedMarketRent,Computed Market Rent,decimal
MonthlyRentSquareFt,Monthly Rent / SF,decimal
AnnualRentSquareFt,Annual Rent / SF,decimal
Deposit,Deposit,decimal
LeaseFrom,Lease From,date
LeaseTo,Lease To,date
LastRentIncrease,Last Rent Increase Date,date
NextRentAdjustment,Next Rent Increase Date,date
NextRentIncreaseAmount,Next Rent Increase Amount,decimal
NextRentIncrease,Eligible for Rent Increase,date
MoveIn,Move-in,date
MoveOut,Move-out,date
PastDue,Past Due,decimal
NSF,NSF Count,integer
Late,Late Count,integer
Amenities,Amenities,string
AdditionalTenants,Additional Tenants,string
MonthlyCharges,Monthly Charges,decimal
RentReady,Rent Ready,yes_no
RentStatus,Rent Status,string
LegalRent,Legal Rent,decimal
TenantTags,Tenant Tags,text
PropertyGroupId,Property Group ID(s),text
PortfolioId,Portfolio ID,id
,,
,,
Rentable Items,,
Report Endpoint ID,rentable_items,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
RentableItemName,Rentable Item Name,string
GLAccount,GL Account,string
Amount,Amount,decimal
Tenant,Tenant,string
Available,Available,yes_no
Type,Type,string
Description,Description,string
Property,Property,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
StartDate,Start Date,date
EndDate,End Date,date
Unit,Unit,string
OccupancyId,Occupancy ID,id
UnitId,Unit ID,id
GLAccountId,GL Account ID,id
LicensePlates,License Plates,string
,,
,,
Rental Applications,,
Report Endpoint ID,rental_applications,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Status Filter,,
Columns Endpoint,Description,Type
Applicants,Applicant(s),string
Received,Received,datetime
DesiredMoveIn,Desired Move In,date
LeadSource,Lead Source,string
Status,Status,string
Screening,Screening,string
AssignedUserId,Assigned User ID,id
CreatedBy,Created By,string
ReasonForStatus,Reason For Status,mediumtext
UnitTitle,Unit,string
UnitType,Unit Type,string
PropertyName,Property Name,string
UnitName,Unit Name,string
CampaignTitle,Campaign Title,string
ApplyingFor,Applying For,string
AssignedUser,Assigned User,string
ApplicantReportedSource,Applicant Reported Source,string
ApprovedAt,Approved At,datetime
DeniedAt,Denied At,datetime
CanceledAt,Canceled At,datetime
ApplicationFeePaid,Application Fee Paid,yes_no
RentalApplicationId,Rental Application ID,id
RentalApplicationGroupId,Rental Application Group ID,id
Email,Primary Email,string
PhoneNumber,Primary Phone Number,string
CurrentAddress1,Current Address 1,string
CurrentAddress2,Current Address 2,string
CurrentCity,Current City,string
CurrentState,Current State,string
CurrentZip,Current Zip,string
CurrentMonthlyRent,Current Monthly Rent,string
ResidedFrom,Resided From,date
ResidedTo,Resided To,date
LandlordName,Landlord Name,string
LandlordPhoneNumber,Landlord Phone Number,string
LandlordEmail,Landlord Email,string
Previous1Address1,Previous 1 Address 1,string
Previous1Address2,Previous 1 Address 2,string
PreviousCity1,Previous City 1,string
PreviousState1,Previous State 1,string
PreviousZip1,Previous Zip 1,string
PreviousMonthlyRent1,Previous Monthly Rent 1,string
PreviousResidedFrom1,Previous Resided From 1,date
PreviousResidedTo1,Previous Resided To 1,date
PreviousLandlordName1,Previous Landlord 1 Name,string
PreviousLandlordPhoneNumber1,Previous Landlord 1 Phone,string
PreviousLandlordEmail1,Previous Landlord 1 Email,string
Previous2Address1,Previous 2 Address 1,string
Previous2Address2,Previous 2 Address 2,string
PreviousCity2,Previous City 2,string
PreviousState2,Previous State 2,string
PreviousZip2,Previous Zip 2,string
PreviousMonthlyRent2,Previous Monthly Rent 2,string
PreviousResidedFrom2,Previous Resided From 2,date
PreviousResidedTo2,Previous Resided To 2,date
PreviousLandlordName2,Previous Landlord 2 Name,string
PreviousLandlordPhoneNumber2,Previous Landlord 2 Phone,string
PreviousLandlordEmail2,Previous Landlord 2 Email,string
EmployerName,Employer Name,string
EmployerPhoneNumber,Employer Phone Number,string
MonthlySalary,Monthly Salary,string
PositionHeld,Position Held,string
YearsWorked,Years Worked,string
AdditionalIncomes,Total Additional Income,string
PetsNames,Pets Names,string
PetsKinds,Pets Kinds,string
PetsWeights,Pets Weights,string
UnitAddress,Unit Address,string
UnitStreet1,Unit Street Address 1,string
UnitStreet2,Unit Street Address 2,string
UnitCity,Unit City,string
UnitState,Unit State,string
UnitZip,Unit Zip,string
UnitId,Unit ID,id
PropertyId,Property ID,id
TenantId,Tenant ID,id
,,
,,
Screening Decisions,,
Report Endpoint ID,screening_decisions,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
ApplicantName,Applicant Name,string
ScreeningDecision,Screening Decision,string
ScreeningTimestamp,Screen Ran At,datetime
FinalDecision,Final Decision,string
OverrideReasons,Override Reasons,string
OverrideComment,Override Comment,string
OverrideTimestamp,Overridden At,datetime
OverrideUser,Overridden By,string
RentalApplicationId,Rental Application ID,id
Property,Property,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
,,
,,
Survey Responses,,
Report Endpoint ID,surveys_summary,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Survey Type Filter,,
Columns Endpoint,Description,Type
Tenant,Tenant,string
Property,Property,string
Question1,How satisfied are you with the overall experience?,string
Question2,Has the issue been resolved completely?,string
Question3,Was the work completed in a timely manner?,string
Question4,Any additional feedback?,string
DateSent,Date Sent,date
DateReceived,Date Received,date
SurveyId,Survey ID,string
SurveyType,Survey Type,string
PropertyId,Property ID,string
,,
,,
Debt Collections Status,,
Report Endpoint ID,tenant_debt_collections_status,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
Tenants,Tenants,string
Unit,Unit,string
Property,Property,string
VendorAccountNumber,Reference #,string
SubmissionDate,Date Submitted,date
LastPaymentDate,Date Last Payment Received,date
BalancePlaced,Balance Placed,decimal
AmountCollected,Amount Collected,decimal
BalanceDue,Remaining Balance,decimal
StatusDescription,Detailed Status,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
BalanceCancelled,Amount Forgiven,decimal
CancellationDate,Date Cancelled,date
OccupancyId,Occupancy ID,id
UnitId,Unit ID,id
,,
,,
Tenant Directory,,
Report Endpoint ID,tenant_directory,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Status Filter,,
Columns Endpoint,Description,Type
Property,Property,string
Unit,Unit,string
Tenant,Tenant,string
Status,Status,string
TenantType,Tenant Type,string
PhoneNumbers,Phone Numbers,string
Emails,Emails,string
MoveIn,Move-in,date
LeaseTo,Lease To,date
Rent,Rent,decimal
Deposit,Deposit,decimal
TenantTags,Tenant Tags,text
TenantAddress,Tenant Address,string
TenantStreet1,Tenant Street Address 1,string
TenantStreet2,Tenant Street Address 2,string
TenantCity,Tenant City,string
TenantState,Tenant State,string
TenantZip,Tenant Zip,string
TenantBirthdate,Tenant Birthdate,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
CertifiedFundsOnly,Certified Funds Only,yes_no
LeaseFrom,Lease From,date
LastLeaseRenewal,Last Lease Renewal,date
MoveOut,Move-out,date
NextRentIncrease,Eligible for Rent Increase,date
LastRentIncrease,Last Rent Increase,date
NextRentAdjustment,Next Rent Increase Date,date
TenantPortalActivated,Online Portal Activated,yes_no
OnlinePaymentsRecurringTotal,Online Payments Recurring Total,string
OnlinePaymentsRecurringCount,Online Payments Recurring Count,integer
TenantPortalLogin,Online Portal Login,string
SendRentReminders,Send Rent Reminders,yes_no
UnitTags,Unit Tags,text
UnitType,Unit Type,string
LateFeeType,Late Fee Type,string
LateFeeBaseAmount,Late Fee Base Amount,decimal
LateFeeDailyAmount,Late Fee Daily Amount,decimal
RentGraceDays,Grace Period,integer
RentGraceDayFixedDay,Grace Period Fixed Day,integer
LateFeeGraceBalance,Grace Balance,decimal
MaxDailyLateFeesAmount,Max Daily Late Fees Amount,decimal
IgnorePartialPayments,Ignore Partial Payments,string
InsuranceCompanyName,Insurance Company Name,string
InsuranceExpiration,Insurance Expiration,date
InsurancePolicyNumber,Insurance Policy Number,string
TransactionFee,Transaction Fee,string
PrimaryTenant,Primary Tenant,yes_no
FirstName,First Name,string
LastName,Last Name,string
LicensePlates,License Plates,string
Pets,Pets,string
AutoNsfFeeAmount,NSF Fee Amount,decimal
RequireOnlinePaymentsInFull,Require Online Payments In Full,yes_no
OccupancyId,Occupancy ID,id
UnitId,Unit ID,id
SelectedTenantId,Tenant ID,id
GuestCardId,Guest Card ID,id
RentalApplicationId,Rental Application ID,id
PortfolioId,Portfolio ID,id
,,
,,
Tenant Tickler,,
Report Endpoint ID,tenant_tickler,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
OccurredDate,Date,date
Event,Event,string
Property,Property,string
Unit,Unit,string
UnitTags,Tags,text
Tenant,Tenant,string
TenantPhoneNumber,Tenant Phone Number,string
TenantEmail,Tenant Email,string
Rent,Rent,decimal
LeaseFrom,Lease From,date
LeaseTo,Lease To,date
Deposit,Deposit,decimal
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
UnitType,Unit Type,string
TenantTags,Tenant Tags,text
MoveOutDate,Move Out Date,date
MoveOutReason,Move Out Reason,string
MoveInDate,Move In Date,date
LeaseSignDate,Lease Sign Date,date
AssignedUser,Assigned User,string
TenantStatus,Tenant Status,string
UnitId,Unit ID,id
OccupancyId,Occupancy ID,id
TenantId,Tenant ID,id
RentalApplicationId,Rental Application ID,id
PortfolioId,Portfolio ID,id
,,
,,
Tenant Vehicle Info,,
Report Endpoint ID,tenant_vehicle_info,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
Property,Property,string
Unit,Unit,string
Tenant,Tenant,string
PhoneNumbers,Phone Numbers,string
TenantStatus,Tenant Status,string
Make,Make,string
Model,Model,string
Color,Color,string
LicensePlate,License Plate,string
Year,Year,string
PermitNumber,Permit Number,string
UnitId,Unit ID,id
PropertyId,Property ID,id
OccupancyId,Occupancy ID,id
TenantId,Tenant ID,id
RentableItem,Rentable Item,string
,,
,,
Trial Balance,,
Report Endpoint ID,trial_balance,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Accounting Basis Filter,,
Columns Endpoint,Description,Type
AccountName,GL Account,string
BalanceForward,Balance Forward,decimal
Debit,Debit,decimal
Credit,Credit,decimal
EndingBalance,Ending Balance,decimal
,,
,,
Trust Account Balance,,
Report Endpoint ID,trust_account_balance,
Date Range Options,to_date,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Accounting Basis Filter,,
Columns Endpoint,Description,Type
Property,Property,string
CashBalance,1400-0000: Operating Cash,decimal
EscrowBalance,1100-0000: Escrow,decimal
DepositBalance,2100-0000: Security Deposit,decimal
AdditionalDeposits,Additional Deposits,decimal
Owner,Owner,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
OwnerIDs,Owner ID(s),string
UnitDeposits,Unit Deposits,decimal
UnpaidBillsAmount,Unpaid Bills Amount,decimal
UnusedPrepaymentAmount,Unused Prepayment Amount,decimal
OperatingBankAccount,Operating Bank Account,string
ReserveAmount,Reserve Amount,decimal
WorkOrderEstimates,Work Order Estimates,decimal
,,
,,
Unit Directory,,
Report Endpoint ID,unit_directory,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
UnitName,Unit Name,string
MarketRent,Market Rent,decimal
DefaultDeposit,Default Deposit,decimal
SquareFt,Sqft,integer
Bedrooms,Bedrooms,integer
Bathrooms,Bathrooms,decimal
UnitTags,Tags,text
Rentable,Revenue,yes_no
Description,Description,mediumtext
Property,Property,string
PropertyName,Property Name,string
PropertyId,Property ID,id
UnitAddress,Unit Address,string
UnitStreet1,Unit Street Address 1,string
UnitStreet2,Unit Street Address 2,string
UnitCity,Unit City,string
UnitState,Unit State,string
UnitZip,Unit Zip,string
MarketingTitle,Marketing Title,string
MarketingDescription,Marketing Description,mediumtext
AdvertisedRent,Advertised Rent,decimal
PostedToWebsite,Posted To Website,yes_no
PostedToInternet,Posted To Internet,yes_no
YouTubeURL,YouTube URL,string
UnitType,Unit Type,string
CreatedOn,Created On,date
RubsEnabled,Utility Billing (RUBS) Enabled,yes_no
RubsEnabledOn,Utility Billing Start On,date
RentStatus,Rent Status,string
LegalRent,Legal Rent,decimal
ApplicationFee,Application Fee,decimal
RentReady,Rent Ready,yes_no
RentDueDay,Rent Due Day,integer
UnitId,Unit ID,id
ComputedMarketRent,Computed Market Rent,decimal
ReadyForShowingOn,Ready For Showing On,date
Visibility,Visibility,string
RentableUid,Rentable UID,string
,,
,,
Unit Inspection,,
Report Endpoint ID,unit_inspection,
Date Range Options,to_date,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
UnitName,Unit Name,string
LastInspectionDate,Last Inspection Date,date
TenantName,Tenant Name,string
TenantPrimaryPhoneNumber,Tenant Primary Phone Number,string
MoveInDate,Move In Date,date
MoveOutDate,Move Out Date,date
Property,Property,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
UnitId,Unit ID,id
OccupancyId,Occupancy ID,id
Rentable,Revenue,yes_no
UnitTags,Unit Tags,text
,,
,,
Unit Turn Detail,,
Report Endpoint ID,unit_turn_detail,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
Property,Property,string
Unit,Unit,string
UnitTurnId,Unit Turn ID,string
Notes,Notes,string
ReferenceUser,Reference User,string
MoveOutDate,Move Out Date,date
TurnEndDate,Turn End Date,date
TargetDaysToComplete,Target Days to Complete,integer
TotalDaysToComplete,Total Days to Complete,integer
LaborFromWorkOrders,Labor From Work Orders,decimal
PurchaseOrdersFromWorkOrders,Purchase Orders From Work Orders,decimal
BillablesFromWorkOrders,Billables From Work Orders,decimal
InventoryFromWorkOrders,Inventory From Work Orders,decimal
TotalBilled,Total Billed,decimal
PropertyId,Property ID,id
UnitId,Unit ID,id
,,
,,
Unit Vacancy Detail,,
Report Endpoint ID,unit_vacancy,
Date Range Options,none,
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
Unit,Unit,string
UnitTags,Tags,text
BedAndBath,Bed/Bath,string
SqFt,Sqft,integer
UnitStatus,Unit Status,string
RentReady,Rent Ready,string
DaysVacant,Days Vacant,integer
LastRent,Last Rent,decimal
SchdRent,Scheduled Rent,decimal
NewRent,New Rent,decimal
LastMoveIn,Last Move In,date
LastMoveOut,Last Move Out,date
AvailableOn,Available On,date
NextMoveIn,Next Move In,date
Description,Description,mediumtext
AdvertisedRent,Advertised Rent,decimal
PostedToWebsite,Posted To Website,yes_no
PostedToInternet,Posted To Internet,yes_no
Property,Property,string
PropertyName,Property Name,string
Amenities,Amenities,string
Address,Address,string
UnitStreet1,Unit Street Address 1,string
UnitStreet2,Unit Street Address 2,string
UnitCity,Unit City,string
UnitState,Unit State,string
UnitZip,Unit Zip,string
UnitType,Unit Type,string
AmenitiesPrice,Amenities Price,decimal
ComputedMarketRent,Computed Market Rent,decimal
ReadyForShowingOn,Ready For Showing On,date
PropertyId,Property ID,string
UnitId,Unit ID,id
,,
,,
Activities Summary,,
Report Endpoint ID,upcoming_activities,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Columns Endpoint,Description,Type
ActivityDate,Activity Date,date
Activity,Activity,string
ActivityFor,Activity For,string
Label,Label,string
Property,Property,string
AssignedUser,Assigned User,string
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
UnitAddress,Unit Address,string
UnitStreet,Unit Street Address 1,string
UnitStreet2,Unit Street Address 2,string
UnitCity,Unit City,string
UnitState,Unit State,string
UnitZip,Unit Zip,string
CreatedBy,Created By,string
CompletedBy,Completed By,string
LastEditedBy,Last Edited By,string
CreatedOn,Created On,date
CompletedOn,Completed On,date
LastEditedOn,Last Edited On,date
Status,Status,string
UnitId,Unit ID,string
OccupancyId,Occupancy ID,string
OwnerId,Owner ID,string
,,
,,
Vendor Directory,,
Report Endpoint ID,vendor_directory,
Date Range Options,none,
Columns Endpoint,Description,Type
CompanyName,Company Name,string
Name,Name,string
VendorAddress,Vendor Address,string
PhoneNumbers,Phone Numbers,string
Email,Email,string
DefaultGLAccount,Default GL Account,string
PaymentType,Payment Type,string
Send1099,Send 1099?,yes_no
WorkersCompExpires,Worker's Comp. Expiration,date
LiabilityInsExpires,Liability Insurance Expiration,date
EPACertExpires,EPA Certification Expiration,date
AutoInsExpires,Auto Insurance Expiration,date
StateLicExpires,State License Expiration,date
ContractExpires,Contract Expiration,date
Tags,Tags,text
VendorStreet1,Vendor Street Address 1,string
VendorStreet2,Vendor Street Address 2,string
VendorCity,Vendor City,string
VendorState,Vendor State,string
VendorZip,Vendor Zip,string
VendorId,Vendor ID,id
VendorTrades,Vendor Trades,string
DoNotUseForWorkOrder,Marked as do not use,yes_no
Terms,Terms,string
FirstName,First Name,string
LastName,Last Name,string
,,
,,
Work Order,,
Report Endpoint ID,work_order,
Date Range Options,"from_date, to_date",
Property Filter,,
Property Group Filter,,
Owner Filter,,
Status Filter,,
Columns Endpoint,Description,Type
Property,Property,string
Priority,Priority,string
WorkOrderType,Work Order Type,string
HomeWarrantyExpiration,Home Warranty Expiration,date
WorkOrderNumber,Work Order Number,string
JobDescription,Job Description,mediumtext
Instructions,Instructions,mediumtext
Status,Status,string
Vendor,Vendor,string
UnitName,Unit,string
PrimaryTenant,Primary Tenant,string
CreatedAt,Created At,date
EstimateReqOn,Estimate Req On,date
EstimatedOn,Estimated On,date
EstimateAmount,Estimate Amount,decimal
ScheduledStart,Scheduled Start,string
ScheduledEnd,Scheduled End,datetime
WorkCompletedOn,Work Completed On,date
CompletedOn,Completed On,date
Amount,Amount,decimal
Invoice,Invoice,mediumtext
Recurring,Recurring,yes_no
PropertyName,Property Name,string
PropertyId,Property ID,id
PropertyAddress,Property Address,string
PropertyStreet1,Property Street Address 1,string
PropertyStreet2,Property Street Address 2,string
PropertyCity,Property City,string
PropertyState,Property State,string
PropertyZip,Property Zip,string
UnitAddress,Unit Address,string
UnitStreet,Unit Street Address 1,string
UnitStreet2,Unit Street Address 2,string
UnitCity,Unit City,string
UnitState,Unit State,string
UnitZip,Unit Zip,string
ServiceRequestNumber,Service Request Number,string
ServiceRequestDescription,Service Request Description,mediumtext
vendor_id,Vendor ID,id
UnitId,Unit ID,id
OccupancyId,Occupancy ID,id
PrimaryTenantEmail,Primary Tenant Email,string
PrimaryTenantPhoneNumber,Primary Tenant Phone Number,string
CreatedBy,Created By,string
AssignedUser,Assigned User,string
LastBilledOn,Last Billed On,date
CanceledOn,Canceled On,date
WorkOrderId,Work Order ID,string
ServiceRequestId,Service Request ID,string
SubmittedByTenant,Submitted By Tenant,yes_no
RequestingTenant,Requesting Tenant,string
MaintenanceLimit,Maintenance Limit,string
StatusNotes,Status Notes,string
FollowUpOn,Next Followup Date,date
VendorTrade,Vendor Trade,string
